gene_symbol,log2FoldChange,pvalue
Fgr,0.000758254,0.99999707
Crim1,0.04598086,0.99999707
Ttc39d,0.019665674,0.99999707
Zc3h12c,0.05555858,0.99999707
Gm29477,-0.000855879,0.99999707
RP23-5H10.3,-0.074300299,0.99999707
Cdk5rap2,-0.027795117,0.99999707
Adgrg1,-0.139277693,0.73724682
Zdhhc6,0.006214071,0.99999707
Ighv8-7,-0.157259621,0.704203375
Slc25a42,0.062223373,0.99999707
Gm10356,0.027435781,0.99999707
Zfp128,-0.015025302,0.99999707
Azin2,-0.084640835,0.99999707
Gm12971,-0.023480257,0.99999707
Rbp1,-0.022006778,0.99999707
Tpm2,-0.210339298,0.311758193
Nup62cl,-0.198158831,0.407987802
Hist1h1d,0.023747914,0.99999707
1700113A16Rik,0.008192192,0.99999707
Gm11427,-0.047851163,0.99999707
Arhgap9,-0.049904837,0.99999707
Gm38387,0.042695806,0.99999707
Map3k7cl,-0.077052235,0.99999707
RP24-163M14.1,0.013181414,0.99999707
Kcnj11,0.073782605,0.99999707
Rtn4r,-0.028843598,0.99999707
Snx11,0.106342996,0.99999707
Zfp27,-0.069228066,0.99999707
Gm5706,-0.076842209,0.99999707
Pex11b,-0.007235323,0.99999707
Bcl7a,0.007699933,0.99999707
Slc39a7,0.23797498,0.262766751
6330549D23Rik,0.277000909,0.088962813
Atp11c,-0.061904907,0.99999707
Gm4707,0.055854999,0.99999707
Gm5269,-0.051540693,0.99999707
Gm29093,0.050445933,0.99999707
Pdcd1,0.067209122,0.99999707
Dus4l,-0.009787334,0.99999707
Gm15651,0.033164674,0.99999707
Gm8770,0.091283614,0.99999707
Gm44180,0.00972773,0.99999707
Tnpo1,0.017122776,0.99999707
Gm10224,-0.039014529,0.99999707
Parn,-0.051354874,0.99999707
D630036H23Rik,0.176875928,0.259609266
Ccdc50,0.137317549,0.462962712
Gm43332,-0.045665185,0.99999707
Gm13902,0.049539927,0.99999707
Gnaq,-0.194514108,0.520391106
Pcnt,0.008095791,0.99999707
Gm10252,0.018603496,0.99999707
Gm14325,0.002123829,0.99999707
Nat9,0.002126939,0.99999707
Gm45660,0.015158465,0.99999707
Ighv1-37,-0.016699362,0.99999707
Gtf3a,-0.06764466,0.99999707
Zfp551,0.149729776,0.873063137
1600002H07Rik,-0.008739784,0.99999707
Rwdd2a,-0.19223797,0.587428559
Met,-0.055968083,0.99999707
4933412A08Rik,0.044647435,0.99999707
Gm16221,0.04926581,0.99999707
Dhrs13,-0.035758579,0.99999707
Gm15489,0.095642142,0.743603796
Gm38142,0.072002851,0.99999707
Serpind1,-0.117508618,0.99999707
Zfc3h1,-0.037137345,0.99999707
Gm10923,-0.136224844,0.969862288
Gm37886,0.002940487,0.99999707
Gm15513,0.134433248,0.797953807
Cdr2,0.043966278,0.99999707
Pik3cb,0.04998235,0.99999707
Raet1d,-0.043066806,0.99999707
Ercc3,0.116005795,0.99999707
Cdc20b,0.073719414,0.99999707
Trim28,0.015960179,0.99999707
Ttc3,-0.055016944,0.99999707
Wbp2nl,-0.001432436,0.99999707
Eif5al3-ps,-0.07443661,0.99999707
Mob4,-0.010626686,0.99999707
RP24-324J2.2,-0.004506392,0.99999707
Gm16287,0.002434141,0.99999707
Gm16111,0.024903927,0.99999707
Pde1c,-0.150542588,0.888867122
Tmod3,-0.252260125,0.057337713
Zfp382,-0.084447546,0.99999707
Gm6317,-0.009768198,0.99999707
RP23-264J18.1,-0.020884142,0.99999707
Vps13c,0.013747078,0.99999707
Cask,0.140022199,0.86679239
Gm19918,-0.011101368,0.99999707
Ighv1-20,0.138020275,0.664721406
Pradc1,0.028258162,0.99999707
Insm1,0.065504533,0.99999707
2410022M11Rik,0.035988472,0.99999707
Tmem55b,-0.042077563,0.99999707
Gm17052,-0.002455933,0.99999707
Ndufaf8,-0.04944514,0.99999707
Slamf7,0.020548632,0.99999707
Gm43913,-0.027006747,0.99999707
Txlng,-0.008721032,0.99999707
Polr2k,-0.076352987,0.99999707
Gm12188,-0.062729475,0.99999707
Timm8a1,0.092313567,0.99999707
Stk11ip,-0.015034648,0.99999707
5730409E04Rik,-0.063414737,0.99999707
Zfr,-0.007884702,0.99999707
Sft2d2,-0.033307085,0.99999707
Rsph9,-0.004147144,0.99999707
Shtn1,0.118433365,0.801506105
Echdc2,-0.003737486,0.99999707
Pigg,-0.037553846,0.99999707
Ccdc30,0.03090123,0.99999707
Gm43572,0.034379929,0.99999707
Ap3m1-ps,0.106855831,0.775972094
Gm32540,-0.001850633,0.99999707
Gm37860,0.008701709,0.99999707
Gm14427,-0.215398167,0.388526966
Harbi1,-0.031176286,0.99999707
Bod1l,-0.094624774,0.99999707
Hist1h2ac,-0.023405812,0.99999707
Chtf8,0.025153723,0.99999707
Gm42763,-0.440724805,0.000276456
Abcb4,-0.16611972,0.474100845
4930448K20Rik,0.098162145,0.99999707
Col6a3,-0.041742669,0.99999707
Tomm22,0.010126752,0.99999707
4933427E11Rik,-0.332911361,0.014332249
Eif5b,-0.038681155,0.99999707
AU019823,0.071726634,0.762922673
Gm13340,0.031409425,0.99999707
Gm8424,-0.017353711,0.99999707
Tef,-0.116042719,0.99999707
Fam151b,0.03500136,0.99999707
Cep131,-0.013405909,0.99999707
Gm9169,0.033766607,0.99999707
Klhl30,-0.091517506,0.99999707
Sostdc1,-0.097203364,0.99999707
Hist1h4a,0.007598778,0.99999707
Rfc3,0.104542052,0.99999707
Gm42876,-0.02647718,0.99999707
Cfap57,0.045629684,0.99999707
Cdc42ep2,-0.022643111,0.99999707
Hddc3,0.00947385,0.99999707
Yme1l1,-0.001682225,0.99999707
Ccdc13,-0.023092925,0.99999707
Itfg2,0.074889655,0.99999707
Gm24157,0.031711923,0.99999707
Gm9761,-0.20591401,0.355748567
Ogt,-0.054867147,0.99999707
Zfp410,-0.022025596,0.99999707
B130006D01Rik,0.095673507,0.99999707
Cyb5a,-0.030806203,0.99999707
Gm44729,0.144435,0.911724341
Gsg1l,-0.048641814,0.99999707
Gm13244,-0.042233084,0.99999707
Ssfa2,-0.210957399,0.420243538
Sik1,-0.047978504,0.99999707
Pyroxd2,-0.0465188,0.99999707
Dhx33,0.09178464,0.99999707
Mea1,0.021680253,0.99999707
Ipo11,-0.044659153,0.99999707
Rpl31-ps21,0.010777915,0.99999707
Olfr279,0.019467198,0.99999707
Fam168a,0.004722313,0.99999707
Gm9830,-0.001365042,0.99999707
Gm7482,0.048156198,0.99999707
Anapc16,0.040143685,0.99999707
Cox5a,-0.065969715,0.859961692
Gm4332,0.022353324,0.99999707
Agpat9,-0.082917922,0.99999707
Maged2,-0.083299557,0.99999707
Arl5c,0.00217749,0.99999707
Tmem222,-0.051489807,0.99999707
4922502D21Rik,0.04249246,0.99999707
Gm44734,0.020325471,0.99999707
Fgd3,0.007779581,0.99999707
1700040L08Rik,-0.019033249,0.99999707
RP23-236A6.2,0.023058573,0.99999707
Etnk1,-0.0106514,0.99999707
Bag3,-0.020373469,0.99999707
Spata1,0.03886387,0.99999707
Gm17349,-0.041301482,0.99999707
Gm5388,-0.060605669,0.99999707
Ndufs1,-0.057854704,0.99999707
Snrk,-0.003938541,0.99999707
Ankmy1,-0.102250767,0.99999707
Rbp7,-0.041109996,0.99999707
Tet2,-0.002514267,0.99999707
Rn7sk,-0.066937981,0.99999707
Igkv3-1,-0.077964459,0.99999707
Gm12643,-0.055481229,0.99999707
Rpl10a-ps2,-0.204839097,0.302982056
Slc25a39,0.07969312,0.99999707
Gm44198,0.000573203,0.99999707
Gm14586,0.008090264,0.99999707
Ralgapa1,0.021176974,0.99999707
Adar,0.04196125,0.99999707
Trnt1,0.062484622,0.99999707
Gm15789,0.045326329,0.99999707
Atp5sl,0.004414865,0.99999707
Gm13592,0.130381612,0.981740877
Gm43672,-0.100565736,0.99999707
Zfp830,0.038102437,0.99999707
Gm19202,-0.034321447,0.99999707
Gm23130,0.092057434,0.99999707
Add3,0.026821747,0.99999707
Rab18,0.076223623,0.99999707
Kis2,0.044209926,0.99999707
Kcnip2,0.220434601,0.059719743
Gm6257,0.031981059,0.99999707
Tsen2,0.023071323,0.99999707
Dbf4,-0.080932502,0.99999707
Axin1,-0.071474971,0.99999707
Bend3,0.446747464,0.000100681
1700093K21Rik,0.009098406,0.99999707
Gm13360,-0.024586885,0.99999707
Mcm7,0.014256493,0.99999707
Rpl23,-0.065530094,0.99999707
Slc22a12,-0.073359223,0.99999707
Gm19552,0.044419486,0.99999707
Rpl10-ps2,-0.026008842,0.99999707
Gm37755,0.046290756,0.99999707
Jund,-0.025311035,0.99999707
Aim2,-0.195825774,0.451616619
Mtfr1l,-0.088463278,0.99999707
Vac14,-0.096753399,0.99999707
Gm14044,0.212518908,0.2494796
Antxr1,-0.194815389,0.554125703
Fer,-0.006529337,0.99999707
Ckm,-0.042778691,0.99999707
Whsc1l1,-0.365819436,0.003050908
Gm26759,0.045692105,0.99999707
Catsper2,-0.081358253,0.99999707
Unc13b,-0.054744004,0.99999707
RP23-394G23.2,0.023606103,0.99999707
Gm8773,0.064565359,0.99999707
Rpl32,0.104622132,0.99999707
E2f5,-0.03820189,0.99999707
Zdhhc20,-0.048057432,0.99999707
Dpp4,0.022781931,0.99999707
C230066G23Rik,0.052510866,0.99999707
Ovca2,-0.156070565,0.61787002
Rpf2,0.063392397,0.99999707
Cachd1,0.055047395,0.99999707
Kiz,0.134522393,0.881601919
2310047D07Rik,-0.087113057,0.970034459
Nenf,-0.02542011,0.99999707
Klhl10,0.014846796,0.99999707
Ikzf3,-0.020988508,0.99999707
Anapc15,-0.05996328,0.99999707
Txndc9,0.075686586,0.99999707
Gm10570,0.101024637,0.785023681
Notch3,0.029372893,0.99999707
Cdc37,-0.062943749,0.99999707
Nudcd1,0.027192233,0.99999707
Sbf1,0.047638858,0.99999707
Gm38220,-0.027434956,0.99999707
Acaa1a,0.175013685,0.148913389
2610044O15Rik8,-0.029213725,0.99999707
Ankrd26,0.124684473,0.760177202
Kcnip3,0.045949129,0.99999707
4933428P19Rik,-0.127772168,0.845283201
Gm11810,-0.029334758,0.99999707
Nptx1,-0.011754249,0.99999707
Kctd17,-0.023586269,0.99999707
Gm16548,0.014880905,0.99999707
Gm22581,0.155287053,0.186877644
Gm8097,-0.030150138,0.99999707
Gins1,0.260363882,0.077550914
Erbin,0.013186341,0.99999707
Ighv9-3,-0.069557839,0.99999707
Rps15a-ps6,-0.002054723,0.99999707
Rpl5-ps2,-0.036414997,0.99999707
D730045B01Rik,0.004040916,0.99999707
Clta,-0.177091267,0.665929319
S100a1,-0.145193947,0.891851681
AU041133,-0.004363889,0.99999707
Ppp1r13b,0.078209813,0.99999707
Snora17,-0.101922539,0.925458793
P2ry13,-0.045396291,0.99999707
RP23-381H23.1,-0.00351234,0.99999707
Gm6071,0.047155926,0.99999707
Cox16,-0.000933177,0.99999707
Tagln3,-0.05487025,0.99999707
Nosip,-0.034937451,0.99999707
Rmdn3,-0.053873232,0.99999707
Gm42647,0.075855746,0.99999707
1500002F19Rik,-0.108675903,0.99999707
Gm43560,0.104390493,0.99999707
Pdss2,0.054459075,0.99999707
Ube3b,0.008556859,0.99999707
Foxc1,0.018148094,0.99999707
Epb41l3,0.073977284,0.99999707
Kifc3,0.006972022,0.99999707
Igkv4-86,0.065100594,0.99999707
Panct2,-0.059155454,0.99999707
Nhlrc2,-0.065785928,0.99999707
Whsc1,0.004031174,0.99999707
Gm6316,0.205463603,0.132927493
Slc35e1,0.097574878,0.99999707
Hsbp1l1,0.093554129,0.99999707
Pcna,0.061190558,0.99999707
Gm28933,0.028767605,0.99999707
Gm11425,0.089516333,0.99999707
Gm15938,0.054037447,0.99999707
Rgs12,-0.076980406,0.99999707
Pdzd9,-0.037020281,0.99999707
Iqub,0.012796305,0.99999707
Npr1,-0.145540704,0.891851681
1810026J23Rik,0.026739298,0.99999707
Mafa,0.029809878,0.99999707
1600029O15Rik,-0.008096135,0.99999707
Atat1,0.009296986,0.99999707
4930596I21Rik,0.118863363,0.99999707
Cox15,-0.023149321,0.99999707
Unc93b1,-0.051708072,0.99999707
Zc3h18,0.029436716,0.99999707
1700019B03Rik,-0.021894449,0.99999707
Gm16014,0.029343211,0.99999707
Gm37881,0.0762294,0.99999707
Atp8a2,-0.282741237,0.037120324
Usp51,0.162324162,0.805158911
Elp2,-0.005079529,0.99999707
Ppp1r14b,-0.094156437,0.99999707
Ezh1,0.01915029,0.99999707
B230359F08Rik,-0.004571791,0.99999707
Rab7,-0.004054411,0.99999707
Gm23663,0.010575238,0.99999707
Hps4,-0.011453309,0.99999707
Emc9,-0.003540825,0.99999707
Gm13572,-0.020156857,0.99999707
1700093J21Rik,0.083001606,0.99999707
Tmem59,-0.056235058,0.99999707
Gm12165,0.16061784,0.748973412
Emc4,0.016667719,0.99999707
Ddx58,-0.052868334,0.99999707
Sbds,-0.011489487,0.99999707
Gm43412,-0.060633271,0.99999707
Gm5845,-0.035911326,0.99999707
Gm5644,-0.12485037,0.99999707
Rps19,0.015812174,0.99999707
Mirt1,0.044296683,0.99999707
Opn3,-0.144873806,0.444837812
Gm31166,0.065329871,0.99999707
Zdhhc2,0.041107992,0.99999707
Igkv16-104,-0.086974532,0.99999707
Cnp,-0.033303262,0.99999707
Gm44958,0.050566739,0.99999707
Socs1,-0.015543738,0.99999707
4930547M16Rik,-0.04069569,0.99999707
Ighv11-1,-0.001575184,0.99999707
Pdpk1,0.003543584,0.99999707
Prdm1,0.027461588,0.99999707
Ythdf3,0.032413099,0.99999707
Gm11738,0.087714796,0.99999707
Arhgdia,0.024610817,0.99999707
H13,0.070040542,0.99999707
Sgta,-0.126238841,0.868864991
Sdc1,0.025908158,0.99999707
Stag3,0.005186581,0.99999707
Camk2d,-0.09393432,0.99999707
Gm38336,0.115165836,0.99999707
Gm25960,0.086325274,0.99999707
Mrpl23,-0.000891834,0.99999707
Arfgap1,-0.015024531,0.99999707
Gm42636,-0.069010735,0.99999707
Gm20402,-0.025504402,0.99999707
4930513N10Rik,-0.131860408,0.753506251
Moxd1,-0.057177986,0.99999707
Gm16907,-0.061531034,0.99999707
Trim47,-0.043218447,0.99999707
Gm12565,0.024994406,0.99999707
Hmbox1,-0.012204417,0.99999707
Cdc14a,0.037344553,0.99999707
Gm42928,0.0236746,0.99999707
Gm37132,-0.071764127,0.99999707
Igkv5-43,-0.065308898,0.99999707
Prss34,-0.04318766,0.99999707
Btbd9,0.080040118,0.99999707
1700018A14Rik,-0.014385446,0.99999707
Gm12799,0.114057162,0.99999707
Rps11-ps4,-0.0000447,0.99999707
Med12,-0.029111895,0.99999707
Rap2a,0.062588487,0.99999707
Gm2453,-0.053875581,0.99999707
Gm37531,0.132479951,0.716773588
Xpnpep2,-0.063036236,0.99999707
Clec4n,-0.022306033,0.99999707
Manf,-0.0391193,0.99999707
Gm6863,0.071007491,0.99999707
Mrps9,0.466926629,2.86E-09
Gls2,-0.002455545,0.99999707
Gm13771,-0.055697124,0.99999707
Gm15971,-0.034080283,0.99999707
Gm45428,-0.061304475,0.99999707
Hspb9,0.015427828,0.99999707
Gm42834,-0.27603983,0.123755678
Fos,0.067700735,0.99999707
Gm17233,-0.127185555,0.341743143
Tssk4,0.018693921,0.99999707
Syce1,-0.02430271,0.99999707
Dut,0.194963197,0.520391106
Gm45342,0.048324847,0.99999707
Adgre5,0.052955601,0.99999707
Vcpkmt,-0.18053822,0.451514086
Zmat1,0.052459954,0.99999707
Ergic2,0.03804748,0.99999707
Gpalpp1,0.066688116,0.99999707
Gm6611,0.03477506,0.99999707
RP23-384L16.16,0.016478076,0.99999707
Gm13450,0.042746862,0.99999707
Zfp160,-0.025002795,0.99999707
Proscos,-0.03242425,0.99999707
Gm14633,-0.125080298,0.905813662
Gm11557,0.001582518,0.99999707
Gm12960,0.069539444,0.99999707
Cpsf6,0.080940746,0.99999707
Gm43364,-0.058476152,0.99999707
RP23-121M22.6,0.039053383,0.99999707
Cplx2,-0.017282265,0.99999707
Ighv13-2,-0.02637729,0.99999707
Dyrk2,-0.021932041,0.99999707
A930016O22Rik,0.047925714,0.99999707
Clip3,0.035673578,0.99999707
Plekha1,0.015410813,0.99999707
Gm5555,0.05762704,0.99999707
Poc1b,0.061109307,0.99999707
4930519F09Rik,-0.054372514,0.99999707
Prok2,0.078044879,0.99999707
Mrps25,0.000195317,0.99999707
Gm15912,-0.019736644,0.99999707
Gm15523,-0.059707418,0.99999707
Ighv5-21,-0.049886907,0.99999707
Adat1,0.04861097,0.99999707
Gatsl2,0.035465156,0.99999707
Rsl24d1,0.015578763,0.99999707
Fah,-0.055051751,0.99999707
Clcf1,0.009801369,0.99999707
Rabep1,-0.042879449,0.99999707
Slc27a5,-0.105101593,0.900884367
Bloc1s6,0.002971589,0.99999707
Kcnn4,-0.00273555,0.99999707
Tmem17,0.025350833,0.99999707
Gm13461,-0.057945308,0.99999707
Ppp2ca,0.078752547,0.99999707
Arid5a,-0.011079177,0.99999707
Rsrp1,0.009341423,0.99999707
RP24-219A21.3,-0.012956913,0.99999707
Nt5c2,0.021941661,0.99999707
Gm10522,-0.282664003,0.005100874
Gm11826,-0.046490938,0.99999707
Vtn,0.077382969,0.99999707
Stx11,0.063233561,0.99999707
P2rx1,0.066641244,0.99999707
Zfp879,-0.04144946,0.99999707
Vwa8,0.133489929,0.537755458
A430035B10Rik,-0.043796357,0.99999707
Ddx51,0.052549912,0.99999707
Zfp94,0.067837312,0.99999707
Fhl2,-0.001754633,0.99999707
Gm4419,0.036152534,0.99999707
Otud7a,-0.037948262,0.99999707
Gm5254,0.025301921,0.99999707
Rnf113a2,0.023364734,0.99999707
Siglec1,0.025399801,0.99999707
Zfp459,-0.025175497,0.99999707
Slc12a2,-0.001468432,0.99999707
Ddost,-0.081894167,0.99999707
Wapl,-0.105658963,0.898266168
Gm43213,-0.031972054,0.99999707
Gm43628,-0.008330576,0.99999707
Commd2,0.012180002,0.99999707
Tlr1,0.123036392,0.732341158
Gm8013,-0.088970794,0.938178987
Gm5284,0.006726429,0.99999707
Ints6l,-0.007173533,0.99999707
Flnb,-0.202015098,0.407987802
Lsm6,-0.041820193,0.99999707
C030015A19Rik,0.009978599,0.99999707
Arv1,-0.042173487,0.99999707
Gm36266,-0.098075091,0.99999707
C1rl,0.049117365,0.99999707
Sppl2b,0.008545486,0.99999707
AI182371,-0.062598546,0.99999707
RP24-122D14.3,-0.035038442,0.99999707
Atp5f1,-0.012229178,0.99999707
Gm6505,0.061285055,0.99999707
Nr4a2,0.036164035,0.99999707
Hhipl2,-0.024681412,0.99999707
2310035C23Rik,-0.02007227,0.99999707
Pak1,-0.056108847,0.99999707
Gm10472,0.081666923,0.99999707
Aldoc,-0.017731816,0.99999707
Hsd17b1,0.089666994,0.99999707
Zswim7,-0.024327973,0.99999707
Ppp1r2,-0.029290534,0.99999707
Gm43279,-0.000093,0.99999707
Wdr54,0.017057912,0.99999707
Phf20,-0.132856184,0.801580835
Gm5335,-0.058016167,0.99999707
Cc2d2b,-0.018718948,0.99999707
Fam58b,-0.032641373,0.99999707
Gm4189,-0.04253446,0.99999707
Pdk3,0.109289217,0.99999707
Luc7l3,-0.002302829,0.99999707
Gm42814,0.010353414,0.99999707
Gm12940,-0.002465477,0.99999707
Gm11273,0.033939832,0.99999707
Gm14410,-0.035436001,0.99999707
Blvrb,-0.02111231,0.99999707
Rps2,0.110765726,0.74338648
Parp6,-0.07448654,0.99999707
Alox15,-0.055086791,0.99999707
Lonrf3,0.007107607,0.99999707
Tsix,-0.089619912,0.99999707
Map3k13,0.014907349,0.99999707
Gm8186,-0.010216933,0.99999707
Setmar,-0.020137338,0.99999707
Gm4751,0.009177147,0.99999707
Tln1,-0.022220698,0.99999707
Timm21,0.011330453,0.99999707
Zfp865,-0.011003154,0.99999707
Trim11,-0.013898015,0.99999707
Ubap2,-0.021107362,0.99999707
Gm6204,-0.100412224,0.99999707
D7Bwg0826e,0.043645185,0.99999707
RP23-264J18.4,-0.053243816,0.99999707
Fam65b,-0.015232873,0.99999707
Gm6900,-0.032427824,0.99999707
Pola1,0.062206163,0.99999707
Srrm2,0.017837593,0.99999707
Gm36949,-0.058590633,0.99999707
Rae1,0.133521744,0.95352173
Pts,-0.024678006,0.99999707
Smt3h2-ps2,-0.044692815,0.99999707
Naa20,-0.068675061,0.99999707
A930017K11Rik,-0.132725617,0.814740802
Gm29666,0.025427158,0.99999707
Pigm,-0.083534089,0.99999707
Dhdds,0.114559124,0.681360384
Qsox1,-0.026454172,0.99999707
Cd300c2,0.119267366,0.868972281
Gm7669,-0.016335949,0.99999707
Uck2,-0.379783913,0.00000123
Gm43138,-0.037288907,0.99999707
Zfp384,-0.024383471,0.99999707
Igkv6-25,0.35653113,0.010476306
Gm4617,0.110057643,0.99999707
Ighv3-2,0.045091912,0.99999707
RP24-225H21.2,-0.021982405,0.99999707
n-R5-8s1,-0.048665318,0.99999707
Ighv7-4,-0.003998347,0.99999707
Gm12278,0.011600112,0.99999707
Topbp1,-0.068342204,0.99999707
Fuca1,-0.009736567,0.99999707
Gm26947,-0.03370072,0.99999707
Gm29124,0.088842626,0.99999707
Ppp1r13l,0.09567401,0.99999707
Dnm2,0.117855198,0.969200375
Tmem43,0.056009808,0.99999707
Gm15785,-0.158996051,0.805043529
Zfp84,0.143933824,0.560093626
Lsm5,0.043481274,0.99999707
Gm26536,-0.103186132,0.99999707
Tcf3,-0.024752692,0.99999707
Nbeal1,0.023527905,0.99999707
Grb2,0.140429027,0.739742622
Tenm4,-0.000151763,0.99999707
Lrrk1,-0.019986683,0.99999707
Sdpr,-0.035365798,0.99999707
Mapk3,0.032049389,0.99999707
Trpc4ap,-0.159492236,0.790006518
Glrx3,-0.005033391,0.99999707
Srd5a3,-0.004356341,0.99999707
Gm13610,-0.01854108,0.99999707
6030408B16Rik,-0.00175113,0.99999707
Trim69,0.11278759,0.938178987
Tusc2,-0.057453925,0.99999707
Gm24000,-0.015618815,0.99999707
Cd59b,0.205513522,0.095713089
Cul9,0.032685323,0.99999707
Ndnf,-0.176937523,0.657082297
B3gnt7,0.083003833,0.99999707
Gpank1,-0.057897952,0.99999707
Gm44560,0.102196172,0.99999707
Gm37906,-0.096859091,0.99999707
Tmc5,0.030341463,0.99999707
Ctsf,0.04200831,0.99999707
Mir6387,0.024737824,0.99999707
2610021A01Rik,-0.145713937,0.568352854
Atf3,-0.034729111,0.99999707
9130204K15Rik,-0.000259972,0.99999707
Plch2,0.007837318,0.99999707
Taf11,0.032255075,0.99999707
Cltc,0.047834906,0.99999707
Gm9164,0.093473121,0.99999707
Ripk2,0.02339612,0.99999707
Tnfrsf1b,-0.046453865,0.99999707
Myo1b,0.149575096,0.685732023
Lyar,0.07336286,0.99999707
Igkv4-92,-0.010008771,0.99999707
Ccdc28a,-0.021960054,0.99999707
F830112A20Rik,-0.043240994,0.99999707
Gm15229,-0.048448321,0.99999707
Fam49b,0.005393908,0.99999707
Cfap157,0.019238135,0.99999707
AA386476,0.038338119,0.99999707
C730045M19Rik,0.108184498,0.99999707
Mast2,0.011166812,0.99999707
Gm5879,0.079095364,0.99999707
D830039M14Rik,-0.695294697,1.25E-13
Mrm2,0.060722311,0.99999707
Gm29340,0.024869055,0.99999707
Stub1,-0.041620797,0.99999707
Rpl36-ps2,-0.057594095,0.99999707
Gm5259,0.087279489,0.99999707
Snord59a,-0.024929242,0.99999707
Gm13460,0.021383745,0.99999707
Gucy1a3,0.019365444,0.99999707
Hars2,-0.026362968,0.99999707
Slc44a1,0.049623196,0.99999707
AA474408,0.016924245,0.99999707
Trim59,-0.002858976,0.99999707
Gm23969,-0.003688651,0.99999707
Slco3a1,-0.055765649,0.99999707
Mir3062,0.017236478,0.99999707
Gm5944,0.021698696,0.99999707
Lrpprc,0.013837304,0.99999707
Hsh2d,0.058073911,0.99999707
Sgsm3,0.058093123,0.99999707
Tmem140,0.067265303,0.99999707
Akirin2,-0.049342425,0.99999707
Srsf3,-0.075487773,0.99999707
Ttc30a2,0.082287818,0.99999707
Gm20257,0.026286168,0.99999707
RP23-212C9.2,0.108556871,0.980699013
Pdlim2,-0.145574532,0.907567874
Mthfd1l,0.150701656,0.451616619
Gm12033,0.002115059,0.99999707
Arhgap23,-0.037515774,0.99999707
9330102E08Rik,0.019985006,0.99999707
Syt7,-0.041784312,0.99999707
Psd2,0.089804435,0.99999707
Gm28556,-0.063128226,0.99999707
Gm12279,-0.005855498,0.99999707
Fam46a,0.078399484,0.99999707
Gm16433,0.033841251,0.99999707
Glt8d1,-0.007007925,0.99999707
RP23-434H18.1,-0.02965099,0.99999707
Gys1,-0.078439828,0.99999707
Rpl7-ps7,-0.110231197,0.975657201
Gm37065,0.071876573,0.99999707
Snora73b,-0.049044196,0.99999707
Ddx28,0.050917291,0.99999707
Gm561,0.049999275,0.99999707
Snrpd3,0.014750044,0.99999707
Gm26927,-0.20815324,0.052325995
E2f4,-0.153892926,0.300998538
Gm4221,0.086938841,0.99999707
Ifnar1,0.179532304,0.560878825
Rpl29-ps2,-0.008437918,0.99999707
Gm11865,-0.046542161,0.99999707
Npr3,0.067893782,0.99999707
Adgrd1,0.048514193,0.99999707
Cd38,0.047587692,0.99999707
Mis18a,0.042139533,0.99999707
Zfp36l2,0.080208077,0.99999707
Fam168b,0.126721501,0.657082297
Atp5l-ps1,-0.16103548,0.767790291
Larp4b,-0.011824016,0.99999707
Stk3,-0.005837651,0.99999707
Pip5k1c,-0.086703936,0.99999707
Hmgb1-rs18,0.022092119,0.99999707
Ccpg1,0.034716433,0.99999707
Gm42585,0.221468595,0.371599494
Gm7432,-0.033847746,0.99999707
Pigr,-0.019399771,0.99999707
Gpc1,0.00864512,0.99999707
Tmod1,0.107374562,0.99999707
Armc6,0.001260704,0.99999707
Prkacb,0.0212999,0.99999707
3110053B16Rik,-0.009059891,0.99999707
Tmsb10,0.006085679,0.99999707
Gm14167,-0.054202631,0.99999707
Gm23143,0.00124165,0.99999707
Eif4a2,-0.021475739,0.99999707
Rbms2,-0.077922396,0.99999707
Gm29019,0.012972672,0.99999707
Gm21009,0.047768948,0.99999707
Gm8019,-0.023064479,0.99999707
Gm28439,-0.081768546,0.99999707
Gm37660,0.008293069,0.99999707
9330151L19Rik,-0.004776791,0.99999707
Zdhhc14,-0.035920146,0.99999707
Mmp13,-0.031843168,0.99999707
Thumpd3,0.021285577,0.99999707
Gm12587,-0.062199537,0.99999707
Dcaf11,-0.030889319,0.99999707
Zscan30,0.034905227,0.99999707
Clpx,0.034845879,0.99999707
Gm15601,-0.050018445,0.99999707
Zfp644,0.054293921,0.99999707
Mboat7,0.009285562,0.99999707
Gm44218,-0.004255242,0.99999707
Gm6062,-0.011827785,0.99999707
RP24-462O14.2,0.007064343,0.99999707
Dancr,0.101932083,0.99999707
Sox13,-0.046974962,0.99999707
Gm11754,-0.034791326,0.99999707
Ttc7b,0.13409489,0.921359841
Hlf,0.100330757,0.99999707
